,GeneName
ENSMUSG00000035397,Klf16
ENSMUSG00000035401,Emsy
ENSMUSG00000035439,Haus8
ENSMUSG00000035443,Thyn1
ENSMUSG00000035456,Prdm8
ENSMUSG00000035469,Rcbtb1
ENSMUSG00000035476,Tab3
ENSMUSG00000035478,Mbd3
ENSMUSG00000035495,Tstd2
ENSMUSG00000035505,Cox18
ENSMUSG00000035521,Gnptg
ENSMUSG00000035529,Prdm4
ENSMUSG00000035530,Eif1
ENSMUSG00000035547,Capn5
ENSMUSG00000035559,Mpv17l2
ENSMUSG00000035566,Pcdh17
ENSMUSG00000035569,Ankrd11
ENSMUSG00000035572,Dcaf10
ENSMUSG00000035576,L3mbtl1
ENSMUSG00000035585,Tsen34
ENSMUSG00000035595,Fam174c
ENSMUSG00000035597,Prpf39
ENSMUSG00000035601,Trmt10b
ENSMUSG00000035606,Ky
ENSMUSG00000035620,Ric8b
ENSMUSG00000035623,Rsf1
ENSMUSG00000035629,Rubcn
ENSMUSG00000035640,Cbarp
ENSMUSG00000035642,Aamdc
ENSMUSG00000035674,Ndufa3
ENSMUSG00000035686,Thrsp
ENSMUSG00000035754,Wdr18
ENSMUSG00000035764,Fbxo45
ENSMUSG00000035765,Dym
ENSMUSG00000035770,Dync1li2
ENSMUSG00000035772,Mrps2
ENSMUSG00000035776,Cd99l2
ENSMUSG00000035781,R3hdm4
ENSMUSG00000035790,Cep19
ENSMUSG00000035824,Tk2
ENSMUSG00000035828,Pim3
ENSMUSG00000035835,Plppr3
ENSMUSG00000035849,Krt222
ENSMUSG00000035851,Ythdc1
ENSMUSG00000035863,Palm
ENSMUSG00000035864,Syt1
ENSMUSG00000035868,Zfp983
ENSMUSG00000035877,Zhx3
ENSMUSG00000035878,Hykk
ENSMUSG00000035885,Cox8a
ENSMUSG00000035890,Rnf126
ENSMUSG00000035891,Cerk
ENSMUSG00000035898,Uba6
ENSMUSG00000035901,Dennd5a
ENSMUSG00000035933,Cog5
ENSMUSG00000035936,Aldh5a1
ENSMUSG00000035941,Ibtk
ENSMUSG00000035944,Ttc38
ENSMUSG00000035949,Fbxw2
ENSMUSG00000035953,Pip4p1
ENSMUSG00000035963,Odf3l2
ENSMUSG00000035964,Tmem59l
ENSMUSG00000036002,Atosb
ENSMUSG00000036006,Ripor2
ENSMUSG00000036009,Mettl25
ENSMUSG00000036022,Fam122b
ENSMUSG00000036023,Parp2
ENSMUSG00000036040,Adamtsl2
ENSMUSG00000036046,5031439G07Rik
ENSMUSG00000036052,Dnajb5
ENSMUSG00000036054,Sugp2
ENSMUSG00000036057,Ptpn23
ENSMUSG00000036062,Phf24
ENSMUSG00000036073,Galt
ENSMUSG00000036078,Sigmar1
ENSMUSG00000036093,Arl5a
ENSMUSG00000036099,Vezt
ENSMUSG00000036104,Rab3gap1
ENSMUSG00000036111,Lmo1
ENSMUSG00000036112,Metap2
ENSMUSG00000036114,Rpp25l
ENSMUSG00000036120,Rfxank
ENSMUSG00000036138,Acaa1a
ENSMUSG00000036158,Prickle1
ENSMUSG00000036167,Pphln1
ENSMUSG00000036169,Sostdc1
ENSMUSG00000036186,Dipk1b
ENSMUSG00000036188,Ankmy2
ENSMUSG00000036192,Rorb
ENSMUSG00000036199,Ndufa13
ENSMUSG00000036208,Nepro
ENSMUSG00000036225,Kctd1
ENSMUSG00000036241,Ube2r2
ENSMUSG00000036246,Gmip
ENSMUSG00000036257,Pnpla8
ENSMUSG00000036264,Fstl4
ENSMUSG00000036282,Naa30
ENSMUSG00000036299,BC031181
ENSMUSG00000036306,Lzts1
ENSMUSG00000036309,Skp1
ENSMUSG00000036315,Polr1h
ENSMUSG00000036323,Srp72
ENSMUSG00000036327,Qsox2
ENSMUSG00000036352,Ubac1
ENSMUSG00000036371,Serbp1
ENSMUSG00000036372,Tmem258
ENSMUSG00000036377,Cracd
ENSMUSG00000036398,Ppp1r11
ENSMUSG00000036411,9530077C05Rik
ENSMUSG00000036427,Gpi1
ENSMUSG00000036430,Tbcc
ENSMUSG00000036432,Siah2
ENSMUSG00000036438,Calm2
ENSMUSG00000036442,Thap11
ENSMUSG00000036450,Hif1an
ENSMUSG00000036466,Megf11
ENSMUSG00000036473,Tbc1d24
ENSMUSG00000036501,Fam13b
ENSMUSG00000036502,Tmem255a
ENSMUSG00000036504,Phpt1
ENSMUSG00000036510,Cdh8
ENSMUSG00000036513,Commd2
ENSMUSG00000036533,Cdc42ep3
ENSMUSG00000036537,Rnf113a1
ENSMUSG00000036552,Ermard
ENSMUSG00000036555,Iqce
ENSMUSG00000036564,Ndrg4
ENSMUSG00000036568,Bicral
ENSMUSG00000036570,Fxyd1
ENSMUSG00000036578,Fxyd7
ENSMUSG00000036606,Plxnb2
ENSMUSG00000036613,Eipr1
ENSMUSG00000036615,Rfxap
ENSMUSG00000036620,Mgat4b
ENSMUSG00000036622,Atp13a2
ENSMUSG00000036632,Alg5
ENSMUSG00000036646,Man1b1
ENSMUSG00000036667,Tcaf1
ENSMUSG00000036678,Aaas
ENSMUSG00000036686,Cc2d1a
ENSMUSG00000036698,Ago2
ENSMUSG00000036707,Cab39
ENSMUSG00000036721,Zscan12
ENSMUSG00000036743,Psma8
ENSMUSG00000036745,Ttll7
ENSMUSG00000036748,Cuedc2
ENSMUSG00000036751,Cox6b1
ENSMUSG00000036752,Tubb4b
ENSMUSG00000036760,Kcnk9
ENSMUSG00000036775,Decr2
ENSMUSG00000036779,Tent4b
ENSMUSG00000036781,Rps27l
ENSMUSG00000036819,Jmjd4
ENSMUSG00000036820,Amdhd2
ENSMUSG00000036825,Ssx2ip
ENSMUSG00000036835,Psenen
ENSMUSG00000036845,Lin37
ENSMUSG00000036850,Mrpl41
ENSMUSG00000036856,Wnt4
ENSMUSG00000036858,Ptcra
ENSMUSG00000036860,Mrpl55
ENSMUSG00000036873,2410004B18Rik
ENSMUSG00000036875,Dna2
ENSMUSG00000036882,Arhgap33
ENSMUSG00000036885,Arhgef26
ENSMUSG00000036890,Gtdc1
ENSMUSG00000036893,Ehmt1
ENSMUSG00000036894,Rap2b
ENSMUSG00000036898,Zfp157
ENSMUSG00000036913,Trim67
ENSMUSG00000036918,Ttc7
ENSMUSG00000036934,4921524J17Rik
ENSMUSG00000036941,Elac1
ENSMUSG00000036948,Trappc14
ENSMUSG00000036955,Kifbp
ENSMUSG00000036959,Bcorl1
ENSMUSG00000036964,Trim17
ENSMUSG00000036966,Spryd3
ENSMUSG00000036977,Anapc10
ENSMUSG00000036980,Taf6
ENSMUSG00000036989,Trim3
ENSMUSG00000037007,Zfp113
ENSMUSG00000037017,Zscan21
ENSMUSG00000037022,Mmaa
ENSMUSG00000037031,Tspan15
ENSMUSG00000037032,Apbb1
ENSMUSG00000037049,Smpd1
ENSMUSG00000037058,Paip2
ENSMUSG00000037060,Cavin3
ENSMUSG00000037062,Sh3glb1
ENSMUSG00000037070,Rbmxl1
ENSMUSG00000037072,Selenof
ENSMUSG00000037085,Trmt12
ENSMUSG00000037089,Slc35b2
ENSMUSG00000037103,Dcaf15
ENSMUSG00000037104,Socs5
ENSMUSG00000037108,Zcwpw1
ENSMUSG00000037110,Ralgapa2
ENSMUSG00000037111,Setd7
ENSMUSG00000037112,Sik2
ENSMUSG00000037119,Fam91a1
ENSMUSG00000037126,Psd
ENSMUSG00000037138,Aff3
ENSMUSG00000037149,Ddx1
ENSMUSG00000037151,Lrrc20
ENSMUSG00000037152,Ndufc1
ENSMUSG00000037169,Mycn
ENSMUSG00000037190,Cyb561d2
ENSMUSG00000037197,Rbm17
ENSMUSG00000037204,Atg101
ENSMUSG00000037216,Lipt1
ENSMUSG00000037221,Mospd3
ENSMUSG00000037234,Hook3
ENSMUSG00000037235,Mxd4
ENSMUSG00000037236,Matr3
ENSMUSG00000037239,Spred3
ENSMUSG00000037251,Pomk
ENSMUSG00000037260,Hgsnat
ENSMUSG00000037279,Ovol2
ENSMUSG00000037286,Stag1
ENSMUSG00000037287,Tbcel
ENSMUSG00000037296,Lsm1
ENSMUSG00000037300,Ttc13
ENSMUSG00000037316,Bag4
ENSMUSG00000037337,Map4k1
ENSMUSG00000037339,Fam53a
ENSMUSG00000037351,Actr1b
ENSMUSG00000037353,Letmd1
ENSMUSG00000037362,Ccn3
ENSMUSG00000037363,Letm2
ENSMUSG00000037366,Pafah2
ENSMUSG00000037373,Ctbp1
ENSMUSG00000037376,Trmt6
ENSMUSG00000037386,Rims2
ENSMUSG00000037395,Rcor3
ENSMUSG00000037419,Endod1
ENSMUSG00000037426,Depdc5
ENSMUSG00000037447,Arid5a
ENSMUSG00000037458,Azin1
ENSMUSG00000037463,Fbxo27
ENSMUSG00000037474,Dtl
ENSMUSG00000037486,Asxl2
ENSMUSG00000037493,Cib2
ENSMUSG00000037499,Nenf
ENSMUSG00000037503,Fam168b
ENSMUSG00000037509,Arhgef4
ENSMUSG00000037514,Pank2
ENSMUSG00000037526,Atg14
ENSMUSG00000037531,Mrpl47
ENSMUSG00000037541,Shank2
ENSMUSG00000037563,Rps16
ENSMUSG00000037568,Vash2
ENSMUSG00000037570,Mcrs1
ENSMUSG00000037573,Tob1
ENSMUSG00000037579,Kcnh3
ENSMUSG00000037594,Clba1
ENSMUSG00000037601,Nme1
ENSMUSG00000037608,Bclaf1
ENSMUSG00000037624,Kcnk2
ENSMUSG00000037638,Zbtb42
ENSMUSG00000037640,Zfp60
ENSMUSG00000037649,H2-DMa
ENSMUSG00000037652,Phc3
ENSMUSG00000037669,Ldah
ENSMUSG00000037679,Inf2
ENSMUSG00000037685,Atp8a1
ENSMUSG00000037697,Ddhd1
ENSMUSG00000037709,Fam13a
ENSMUSG00000037710,Cisd1
ENSMUSG00000037722,Gnpnat1
ENSMUSG00000037736,Limch1
ENSMUSG00000037740,Mrps26
ENSMUSG00000037742,Eef1a1
ENSMUSG00000037750,Fam222b
ENSMUSG00000037754,Ppp1r16b
ENSMUSG00000037772,Mrpl23
ENSMUSG00000037787,Coa8
ENSMUSG00000037788,Vopp1
ENSMUSG00000037791,Phf12
ENSMUSG00000037795,N4bp2
ENSMUSG00000037805,Rpl10a
ENSMUSG00000037818,Abhd18
ENSMUSG00000037822,Smim14
ENSMUSG00000037826,Ppm1k
ENSMUSG00000037843,Vstm2l
ENSMUSG00000037845,Fdxacb1
ENSMUSG00000037847,Nmrk1
ENSMUSG00000037851,Iars
ENSMUSG00000037852,Cpe
ENSMUSG00000037855,Zfp365
ENSMUSG00000037876,Jmjd1c
ENSMUSG00000037887,Dusp8
ENSMUSG00000037894,H2az1
ENSMUSG00000037904,Ankrd9
ENSMUSG00000037905,Bri3bp
ENSMUSG00000037907,Ankrd13b
ENSMUSG00000037916,Ndufv1
ENSMUSG00000037926,Ssh2
ENSMUSG00000037938,Chchd5
ENSMUSG00000037958,Nsrp1
ENSMUSG00000037960,Card19
ENSMUSG00000037966,Ninj1
ENSMUSG00000037971,1110032A03Rik
ENSMUSG00000037972,Snn
ENSMUSG00000037979,Ccdc92
ENSMUSG00000037984,Neurod6
ENSMUSG00000037989,Wnk2
ENSMUSG00000037990,Sh3rf3
ENSMUSG00000037993,Dhx38
ENSMUSG00000037996,Slc24a2
ENSMUSG00000037997,Parp11
ENSMUSG00000038000,Acd
ENSMUSG00000038002,Cramp1
ENSMUSG00000038005,Hpf1
ENSMUSG00000038013,Wipf2
ENSMUSG00000038028,Tigar
ENSMUSG00000038034,Igsf8
ENSMUSG00000038039,Gcc2
ENSMUSG00000038042,Ptpdc1
ENSMUSG00000038055,Dexi
ENSMUSG00000038059,Smim3
ENSMUSG00000038065,Mturn
ENSMUSG00000038069,Cdkn2aip
ENSMUSG00000038072,Galnt11
ENSMUSG00000038077,Kcna6
ENSMUSG00000038095,Sbno1
ENSMUSG00000038116,Phf20
ENSMUSG00000038121,Fam210a
ENSMUSG00000038126,Mphosph9
ENSMUSG00000038127,Ccdc50
ENSMUSG00000038128,Camk4
ENSMUSG00000038132,Rbm24
ENSMUSG00000038141,Tmem181a
ENSMUSG00000038143,Stox2
ENSMUSG00000038145,Snrk
ENSMUSG00000038150,Ormdl3
ENSMUSG00000038155,Gstp2
ENSMUSG00000038160,Atg5
ENSMUSG00000038168,P3h2
ENSMUSG00000038170,Pde4dip
ENSMUSG00000038174,Hycc2
ENSMUSG00000038178,Slc43a2
ENSMUSG00000038181,Chpf2
ENSMUSG00000038205,Prkab2
ENSMUSG00000038240,Pdss2
ENSMUSG00000038241,Cep250
ENSMUSG00000038248,Sobp
ENSMUSG00000038255,Neurod2
ENSMUSG00000038260,Trpm4
ENSMUSG00000038271,Iffo1
ENSMUSG00000038274,Fau
ENSMUSG00000038301,Snx10
ENSMUSG00000038305,Spats2l
ENSMUSG00000038331,Satb2
ENSMUSG00000038335,Tsr1
ENSMUSG00000038352,Arl5c
ENSMUSG00000038354,Ankrd35
ENSMUSG00000038366,Lasp1
ENSMUSG00000038368,Focad
ENSMUSG00000038370,Pcp4l1
ENSMUSG00000038374,Rbm8a
ENSMUSG00000038375,Trp53inp2
ENSMUSG00000038383,Pigu
ENSMUSG00000038400,Pmepa1
ENSMUSG00000038406,Scaf1
ENSMUSG00000038412,Higd1a
ENSMUSG00000038416,Cdc16
ENSMUSG00000038418,Egr1
ENSMUSG00000038429,Usp5
ENSMUSG00000038437,Mllt6
ENSMUSG00000038451,Spsb2
ENSMUSG00000038453,Srcin1
ENSMUSG00000038459,Abhd17c
ENSMUSG00000038462,Uqcrfs1
ENSMUSG00000038467,Chmp4b
ENSMUSG00000038482,Tfdp1
ENSMUSG00000038485,Socs7
ENSMUSG00000038486,Sv2a
ENSMUSG00000038489,Polr2l
ENSMUSG00000038500,Prr3
ENSMUSG00000038502,Ptov1
ENSMUSG00000038503,Mesd
ENSMUSG00000038506,Dcun1d2
ENSMUSG00000038510,Rpf2
ENSMUSG00000038517,Tbkbp1
ENSMUSG00000038518,Jarid2
ENSMUSG00000038520,Tbc1d17
ENSMUSG00000038523,1700003F12Rik
ENSMUSG00000038524,Fchsd1
ENSMUSG00000038526,Car14
ENSMUSG00000038530,Rgs4
ENSMUSG00000038533,Cbfa2t2
ENSMUSG00000038538,Ubn2
ENSMUSG00000038539,Atf5
ENSMUSG00000038540,Tmc3
ENSMUSG00000038544,Inip
ENSMUSG00000038552,Fndc4
ENSMUSG00000038555,Reep2
ENSMUSG00000038564,Ift172
ENSMUSG00000038569,Rad9b
ENSMUSG00000038570,Saxo2
ENSMUSG00000038576,Susd4
ENSMUSG00000038582,Pptc7
ENSMUSG00000038605,Samd10
ENSMUSG00000038607,Gng10
ENSMUSG00000038611,Phrf1
ENSMUSG00000038612,Mcl1
ENSMUSG00000038615,Nfe2l1
ENSMUSG00000038618,Rassf7
ENSMUSG00000038619,Ensa
ENSMUSG00000038623,Tm6sf1
ENSMUSG00000038628,Polr3k
ENSMUSG00000038633,Degs1
ENSMUSG00000038646,Ramac
ENSMUSG00000038648,Creb3l2
ENSMUSG00000038664,Herc1
ENSMUSG00000038671,Arfrp1
ENSMUSG00000038690,Atp5j2
ENSMUSG00000038695,Josd2
ENSMUSG00000038696,Mapkap1
ENSMUSG00000038717,Atp5l
ENSMUSG00000038722,Bud31
ENSMUSG00000038729,Pakap
ENSMUSG00000038733,Wdr26
ENSMUSG00000038736,Nudcd1
ENSMUSG00000038738,Shank1
ENSMUSG00000038740,Mvb12b
ENSMUSG00000038742,Angptl6
ENSMUSG00000038754,Elovl3
ENSMUSG00000038762,Abcf1
ENSMUSG00000038764,Ptpn3
ENSMUSG00000038774,Ascc3
ENSMUSG00000038780,Smurf1
ENSMUSG00000038784,Cnot4
ENSMUSG00000038803,Ost4
ENSMUSG00000038806,Sde2
ENSMUSG00000038807,Rap1gap2
ENSMUSG00000038812,Trmt112
ENSMUSG00000038816,Ctnnal1
ENSMUSG00000038827,Abitram
ENSMUSG00000038828,Tmem214
ENSMUSG00000038838,Vars2
ENSMUSG00000038845,Phb
ENSMUSG00000038848,Ythdf1
ENSMUSG00000038860,Garnl3
ENSMUSG00000038866,Zcchc2
ENSMUSG00000038871,Bpgm
ENSMUSG00000038876,Rnf146
ENSMUSG00000038880,Mrps34
ENSMUSG00000038884,Shfl
ENSMUSG00000038886,Man2a2
ENSMUSG00000038888,Ctu1
ENSMUSG00000038895,Zfp653
ENSMUSG00000038900,Rpl12
ENSMUSG00000038909,Kat7
ENSMUSG00000038910,Plcl2
ENSMUSG00000038914,Dido1
ENSMUSG00000038936,Sccpdh
ENSMUSG00000038949,Cnst
ENSMUSG00000038957,Edc3
ENSMUSG00000038965,Ube2l3
ENSMUSG00000038967,Pdk2
ENSMUSG00000038970,Lmtk2
ENSMUSG00000038975,Rabggtb
ENSMUSG00000038982,Bloc1s5
ENSMUSG00000038991,Txndc5
ENSMUSG00000039000,Ube3c
ENSMUSG00000039001,Rps21
ENSMUSG00000039016,Timm8b
ENSMUSG00000039037,St6galnac5
ENSMUSG00000039041,Adrm1
ENSMUSG00000039050,Osbpl2
ENSMUSG00000039055,Eme1
ENSMUSG00000039057,Myo16
ENSMUSG00000039067,Psmd7
ENSMUSG00000039068,Zzz3
ENSMUSG00000039069,Mtg2
ENSMUSG00000039100,Marchf6
ENSMUSG00000039105,Atp6v1g1
ENSMUSG00000039108,Lsm14b
ENSMUSG00000039114,Nrn1
ENSMUSG00000039128,Cdc123
ENSMUSG00000039130,Zc3hc1
ENSMUSG00000039145,Camk1d
ENSMUSG00000039154,Shd
ENSMUSG00000039157,Fam102a
ENSMUSG00000039159,Ube2h
ENSMUSG00000039163,Cmc1
ENSMUSG00000039166,Akap7
ENSMUSG00000039168,Dap
ENSMUSG00000039179,Tekt5
ENSMUSG00000039182,AW209491
ENSMUSG00000039183,Nubp2
ENSMUSG00000039191,Rbpj
ENSMUSG00000039195,Bbln
ENSMUSG00000039197,Adk
ENSMUSG00000039205,Ciz1
ENSMUSG00000039206,Daglb
ENSMUSG00000039208,Metrnl
ENSMUSG00000039210,Gpatch2
ENSMUSG00000039219,Arid4b
ENSMUSG00000039220,Ppp1r10
ENSMUSG00000039221,Rpl22l1
ENSMUSG00000039230,Tbcd
ENSMUSG00000039231,Suv39h1
ENSMUSG00000039239,Tgfb2
ENSMUSG00000039244,Ints15
ENSMUSG00000039252,Lgi2
ENSMUSG00000039262,Prrc2b
ENSMUSG00000039263,Npepl1
ENSMUSG00000039270,Megf9
ENSMUSG00000039275,Foxk2
ENSMUSG00000039278,Pcsk1n
ENSMUSG00000039307,Hexdc
ENSMUSG00000039318,Rab3gap2
ENSMUSG00000039345,Mettl22
ENSMUSG00000039347,Atp6v0e2
ENSMUSG00000039356,Exosc2
ENSMUSG00000039357,Fut11
ENSMUSG00000039372,Marchf4
ENSMUSG00000039375,Wdr17
ENSMUSG00000039382,Wdr45
ENSMUSG00000039428,Tmem135
ENSMUSG00000039438,Ttc36
ENSMUSG00000039452,Snx22
ENSMUSG00000039461,Tcta
ENSMUSG00000039463,Slc9a8
ENSMUSG00000039470,Zdhhc2
ENSMUSG00000039477,Tnrc18
ENSMUSG00000039478,Micu3
ENSMUSG00000039483,Asb6
ENSMUSG00000039485,Tspyl4
ENSMUSG00000039512,Uhrf1bp1
ENSMUSG00000039515,Ptpa
ENSMUSG00000039521,Foxp3
ENSMUSG00000039533,Mmd2
ENSMUSG00000039536,Stau1
ENSMUSG00000039542,Ncam1
ENSMUSG00000039546,Ajap1
ENSMUSG00000039568,Ubald1
ENSMUSG00000039585,Myo9a
ENSMUSG00000039599,Fam149b
ENSMUSG00000039601,Rcan2
ENSMUSG00000039611,Pgap4
ENSMUSG00000039615,Stub1
ENSMUSG00000039623,Ap5z1
ENSMUSG00000039630,Hnrnpu
ENSMUSG00000039633,Lonrf1
ENSMUSG00000039640,Mrpl12
ENSMUSG00000039646,Vasn
ENSMUSG00000039652,Cpeb3
ENSMUSG00000039656,Rxrb
ENSMUSG00000039660,Spout1
ENSMUSG00000039661,Dusp26
ENSMUSG00000039670,Oxld1
ENSMUSG00000039671,Zmynd8
ENSMUSG00000039678,Tbc1d13
ENSMUSG00000039680,Mrps6
ENSMUSG00000039686,Zer1
ENSMUSG00000039693,Msantd3
ENSMUSG00000039697,Ncoa7
ENSMUSG00000039703,Nploc4
ENSMUSG00000039704,Lmbrd2
ENSMUSG00000039715,Dync2i2
ENSMUSG00000039716,Dock3
ENSMUSG00000039717,Ralyl
ENSMUSG00000039737,Prkrip1
ENSMUSG00000039745,Htatip2
ENSMUSG00000039747,Orai2
ENSMUSG00000039759,Thap3
ENSMUSG00000039768,Dnajc11
ENSMUSG00000039770,Ypel5
ENSMUSG00000039771,Polr2j
ENSMUSG00000039789,Zfp597
ENSMUSG00000039801,Cplane1
ENSMUSG00000039810,Zc3h10
ENSMUSG00000039824,Myl6b
ENSMUSG00000039826,Trub2
ENSMUSG00000039828,Wdr70
ENSMUSG00000039838,Slc45a1
ENSMUSG00000039842,Mcph1
ENSMUSG00000039844,Rapgef1
ENSMUSG00000039849,Pcif1
ENSMUSG00000039860,Srrm3
ENSMUSG00000039879,Heca
ENSMUSG00000039886,Tmem120a
ENSMUSG00000039901,Armh3
ENSMUSG00000039911,Spsb1
ENSMUSG00000039913,Pak5
ENSMUSG00000039914,Coq10a
ENSMUSG00000039917,Rhbdd2
ENSMUSG00000039943,Plcb4
ENSMUSG00000039956,Mrap
ENSMUSG00000039959,Hip1
ENSMUSG00000039960,Rhou
ENSMUSG00000039968,Rsbn1l
ENSMUSG00000039976,Tbc1d16
ENSMUSG00000039982,Dtx4
ENSMUSG00000039983,Ccdc32
ENSMUSG00000039985,Sinhcaf
ENSMUSG00000039987,Phtf2
ENSMUSG00000039988,Ankrd13c
ENSMUSG00000039989,Cbx4
ENSMUSG00000040003,Magi2
ENSMUSG00000040009,Gnaz
ENSMUSG00000040025,Ythdf2
ENSMUSG00000040028,Elavl1
ENSMUSG00000040029,Ipo8
ENSMUSG00000040037,Negr1
ENSMUSG00000040048,Ndufb10
ENSMUSG00000040097,Flywch1
ENSMUSG00000040102,Klhl42
ENSMUSG00000040105,Plpp6
ENSMUSG00000040111,Gramd1b
ENSMUSG00000040121,Rep15
ENSMUSG00000040123,Zmym5
ENSMUSG00000040124,Gorab
ENSMUSG00000040128,Pnrc1
ENSMUSG00000040139,9430038I01Rik
ENSMUSG00000040151,Hs2st1
ENSMUSG00000040158,Tax1bp3
ENSMUSG00000040209,Zfp704
ENSMUSG00000040220,Gas8
ENSMUSG00000040234,Tm7sf3
ENSMUSG00000040236,Trappc5
ENSMUSG00000040242,Fgfr1op2
ENSMUSG00000040263,Klhdc4
ENSMUSG00000040265,Dnm3
ENSMUSG00000040268,Plekha1
ENSMUSG00000040269,Mrps28
ENSMUSG00000040270,Bach2
ENSMUSG00000040276,Pacsin1
ENSMUSG00000040282,Cdin1
ENSMUSG00000040289,Hey1
ENSMUSG00000040297,Suco
ENSMUSG00000040302,Rbm48
ENSMUSG00000040339,Fam102b
ENSMUSG00000040350,Trim7
ENSMUSG00000040363,Bcor
ENSMUSG00000040365,Trim41
ENSMUSG00000040374,Pex2
ENSMUSG00000040385,Ppp1ca
ENSMUSG00000040387,Klhl32
ENSMUSG00000040389,Wdr47
ENSMUSG00000040390,Map3k10
ENSMUSG00000040415,Dtx3
ENSMUSG00000040423,Rc3h1
ENSMUSG00000040430,Pitpnc1
ENSMUSG00000040433,Zbtb38
ENSMUSG00000040441,Slc26a10
ENSMUSG00000040446,Rprd1a
ENSMUSG00000040459,Arglu1
ENSMUSG00000040462,Os9
ENSMUSG00000040463,Mybbp1a
ENSMUSG00000040466,Blvrb
ENSMUSG00000040479,Dgkz
ENSMUSG00000040481,Bptf
ENSMUSG00000040488,Ltbp4
ENSMUSG00000040524,Zfp609
ENSMUSG00000040532,Abhd11
ENSMUSG00000040536,Necab1
ENSMUSG00000040543,Pitpnm3
ENSMUSG00000040550,Otud6b
ENSMUSG00000040560,Wdr7
ENSMUSG00000040563,Plppr2
ENSMUSG00000040591,Cstpp1
ENSMUSG00000040596,Pogk
ENSMUSG00000040606,Kazn
ENSMUSG00000040612,Ildr2
ENSMUSG00000040620,Dhx33
ENSMUSG00000040631,Dok4
ENSMUSG00000040640,Erc2
ENSMUSG00000040649,Rimklb
ENSMUSG00000040651,Tasor
ENSMUSG00000040652,Oaz2
ENSMUSG00000040653,Ppp1r14c
ENSMUSG00000040659,Efhd2
ENSMUSG00000040669,Phc1
ENSMUSG00000040681,Hmgn1
ENSMUSG00000040687,Madd
ENSMUSG00000040699,Limd2
ENSMUSG00000040701,Ap1g2
ENSMUSG00000040711,Sh3pxd2b
ENSMUSG00000040712,Camta2
ENSMUSG00000040713,Creg1
ENSMUSG00000040721,Zfhx2
ENSMUSG00000040722,Scamp5
ENSMUSG00000040724,Kcna2
ENSMUSG00000040731,Eif4h
ENSMUSG00000040760,Appl1
ENSMUSG00000040761,Spen
ENSMUSG00000040767,Snrnp25
ENSMUSG00000040782,Cop1
ENSMUSG00000040785,Ttc3
ENSMUSG00000040794,C1qtnf4
ENSMUSG00000040811,Eml2
ENSMUSG00000040813,Tex264
ENSMUSG00000040820,Hlcs
ENSMUSG00000040824,Snrpd2
ENSMUSG00000040842,Szrd1
ENSMUSG00000040843,Tiprl
ENSMUSG00000040865,Ino80d
ENSMUSG00000040867,Begain
ENSMUSG00000040888,Gfer
ENSMUSG00000040904,Gm21988
ENSMUSG00000040907,Atp1a3
ENSMUSG00000040929,Rfx3
ENSMUSG00000040936,Ulk4
ENSMUSG00000040938,Slc16a11
ENSMUSG00000040943,Tet2
ENSMUSG00000040945,Rcc2
ENSMUSG00000040952,Rps19
ENSMUSG00000041000,Trim62
ENSMUSG00000041014,Nrg3
ENSMUSG00000041020,Map7d2
ENSMUSG00000041028,Ghitm
ENSMUSG00000041035,Dpcd
ENSMUSG00000041037,Irgq
ENSMUSG00000041058,Wwp1
ENSMUSG00000041073,Nacad
ENSMUSG00000041084,Ostc
ENSMUSG00000041096,Tspyl2
ENSMUSG00000041112,Elmo1
ENSMUSG00000041115,Iqsec2
ENSMUSG00000041120,Nbl1
ENSMUSG00000041124,Msantd4
ENSMUSG00000041141,Pnma8a
ENSMUSG00000041164,Zmiz2
ENSMUSG00000041165,Spem1
ENSMUSG00000041199,Rpusd1
ENSMUSG00000041203,Trir
ENSMUSG00000041215,Yeats2
ENSMUSG00000041220,Elovl6
ENSMUSG00000041231,Ublcp1
ENSMUSG00000041236,Vps41
ENSMUSG00000041241,Mul1
ENSMUSG00000041258,Zfp236
ENSMUSG00000041263,Rusc1
ENSMUSG00000041264,Uspl1
ENSMUSG00000041272,Tox
ENSMUSG00000041278,Ttc1
ENSMUSG00000041297,Cdk13
ENSMUSG00000041309,Nkx6-2
ENSMUSG00000041313,Slc7a1
ENSMUSG00000041319,Thoc6
ENSMUSG00000041324,Inhba
ENSMUSG00000041329,Atp1b2
ENSMUSG00000041341,Atg2b
ENSMUSG00000041351,Rap1gap
ENSMUSG00000041353,Tmem29
ENSMUSG00000041354,Rgl2
ENSMUSG00000041355,Ssr2
ENSMUSG00000041360,Pum3
ENSMUSG00000041362,Shtn1
ENSMUSG00000041417,Pik3r1
ENSMUSG00000041420,Meis3
ENSMUSG00000041439,Mfsd6
ENSMUSG00000041444,Arhgap32
ENSMUSG00000041453,Rpl21
ENSMUSG00000041483,Zfp281
ENSMUSG00000041506,Rrp9
ENSMUSG00000041530,Ago1
ENSMUSG00000041540,Sox5
ENSMUSG00000041560,Nop53
ENSMUSG00000041570,Camsap2
ENSMUSG00000041571,Selenow
ENSMUSG00000041605,Inava
ENSMUSG00000041607,Mbp
ENSMUSG00000041625,Ggact
ENSMUSG00000041629,Fam104a
ENSMUSG00000041632,Mrps27
ENSMUSG00000041638,Gcn1
ENSMUSG00000041642,Kif21b
